,sentence,sentiment,sentiment_id
235,Operating profit of the Asian plants grew markedly,positive,1
236,"Operating profit totaled EUR 825mn , up from EUR 763mn in 2004",positive,1
237,"Operating profit totalled EUR 83.0 mn , up from EUR 23.5 mn year-on-year",positive,1
238,Production capacity will increase from 36 000 to 85 000 tonnes per year and the raw material will continue to be recycled paper and board,positive,1
239,Profit for the period increased from EUR 2.9 mn to EUR 10.5 mn,positive,1
240,"Profit per share was EUR 1.03 , up from EUR 0.87",positive,1
241,Return on capital employed rose by 4.8 percentage points to 19.6 %,positive,1
242,"Revenue from July to September grew 21 percent to EURO 2.3 billion , the Finnish company said Thursday",positive,1
243,Revenue grew 1 percent to euro742 .2 million US$ 964 million from euro735 million,positive,1
244,Ruukki 's order book at the end of 2010 was 30 % up year-on-year and 10 % up quarter-on-quarter,positive,1
245,Sales in Finland rose by 3.9 % and international growth was 0.7 %,positive,1
246,Sales of security and system packaging increased slightly,positive,1
247,Stora Enso 's third-quarter pre-tax profit doubled to EUR 197mn,positive,1
248,The company 's market share is continued to increase further,positive,1
249,"The company 's scheduled traffic , measured in revenue passenger kilometres RPK , grew by just over 2 % and nearly 3 % more passengers were carried on scheduled flights than in February 2009",positive,1
250,"The disposal of Autotank will also strengthen Aspo 's capital structure , '' commented Gustav Nyberg , CEO of Aspo",positive,1
251,"The earnings per share for the quarter came in at 0.25 eur , up from the 0.20 eur of the same quarter a year earlier",positive,1
252,The economic occupancy rate of Sponda 's property portfolio rose to 91.2 % from 88.8 % in 2006,positive,1
253,The group 's 12-month operating profit grew 31 percent to 337.8 million euros,positive,1
254,The growth of net sales in the first half of 2008 has been 28 % compared with the first half of 2007,positive,1
255,The pretax profit of the group 's life insurance business increased to EUR 36 million from EUR 27 million,positive,1
256,The pretax profit of the group 's life insurance business increased to EUR36m from EUR27m,positive,1
257,"The total delivery volume of paper businesses in 2010 was 1,155,000 tonnes , up from 1,132,000 tonnes in 2009",positive,1
258,The value of the firm 's forestry holdings increased by SEK 3.6 bn,positive,1
259,Turnover rose to EUR21m from EUR17m,positive,1
260,Finnish Talvivaara Mining Co HEL : TLV1V said Thursday it had picked BofA Merrill Lynch and JPMorgan NYSE : JPM as joint bookrunners of its planned issue of convertible notes worth up to EUR250m USD332m,neutral,0
261,"The mall is part of the Baltic Pearl development project in the city of St Petersburg , where Baltic Pearl CJSC , a subsidiary of Shanghai Foreign Joint Investment Company , is developing homes for 35,000 people",neutral,0
262,4 ) Complete name of the shareholder : Otto Henrik Bernhard Nyberg 5 ) Further information : The amount of shares now transferred corresponds to 5.68 % of the total number of shares in Aspo Plc.,neutral,0
263,"A data processing unit collects the data , calculates RVR values and provides the data to users via various interfaces",neutral,0
264,"German Commerzbank AG 's Hamburg Branch and US JP Morgan ( NYSE : JPM ) participated as arrangers , and Dutch ING ( AMS : INGA ) as co-arranger",neutral,0
265,Increase in the number of shares is based on the option rights which were granted to the management of the company under the stock option plan 2006,neutral,0
266,It has some 30 offices worldwide and more than 90 pct of its net sales are generated outside Finland,neutral,0
267,Nokia Messaging 1.1 enables customers to receive e-mails from up to 10 e-mail accounts on their mobile phone supporting all POP or IMAP e-mail services,neutral,0
268,"The contract value amounts to about EUR11m , the company added",neutral,0
269,Aldata said that there are still a number of operational aspects to be defined between it and Microsoft and further details of the product and market initiatives resulting from this agreement will be available at a later date,neutral,0
270,"ALEXANDRIA , Va. , May 16 -- Kenneth Bower of Vista , Calif. , has developed an ornamental design for a handset , the U.S. Patent & Trademark Office announced",neutral,0
271,"Biohit Oyj develops , manufactures and markets liquid handling products and diagnostic test systems for use in research , healthcare and industrial laboratories",neutral,0
272,"Mr Ashley , deputy executive chairman of Sports Direct , sold a 43pc stake in the company for more than pounds 900m at the time of the float",neutral,0
273,Rental of building equipment accounted for 88 percent of the operating income,neutral,0
274,"Ruukki 's delivery includes steel structures , including installation , for Krakeroy bascule bridge and steel piles for the bridge foundations",neutral,0
275,Stockmann was established in 1862 in Finland and it became the first foreign company to enter Russia 's retail trade market in 1989,neutral,0
276,"The broad-based WIG index ended Thursday 's session 0.1 pct up at 65,003.34 pts , while the blue-chip WIG20 was 1.13 down at 3,687.15 pts",neutral,0
277,The business to be divested generates consolidated net sales of EUR 60 million annually and currently has some 640 employees,neutral,0
278,"The company generates net sales of about 600 mln euro $ 775.5 mln annually and employs 6,000",neutral,0
279,"The contract covers the manufacturing , surface-treatment and installation of the steel structures",neutral,0
280,The order also includes start-up and commissioning services,neutral,0
281,The phones are targeted at first time users in growth markets,neutral,0
282,Tielinja generated net sales of 7.5 mln euro $ 9.6 mln in 2005,neutral,0
283,"Tikkurila Powder Coatings has some 50 employees at its four paint plants , which generated revenues of EUR2 .4 m USD3 .3 m in 2010",neutral,0
284,"Under the rental agreement , Stockmann was committed to invest in the building of a bridge over the Gogol Street or build an underground tunnel for crossing the street by 2004",neutral,0
285,VNH generates annual net sales of about 5 mln eur and employs 21 people,neutral,0
286,"Jan. 6 -- Ford is struggling in the face of slowing truck and SUV sales and a surfeit of up-to-date , gotta-have cars",negative,2
287,Pharmaceuticals group Orion Corp reported a fall in its third-quarter earnings that were hit by larger expenditures on R&D and marketing,negative,2
288,"However , the growth margin slowed down due to the financial crisis",negative,2
289,"HELSINKI ( AFX ) - Nokian Tyres reported a fourth quarter pretax profit of 61.5 mln eur , up from 48.6 mln on the back of strong sales",positive,1
290,"Kalnapilio-Tauro Grupe ( Kalnapilis-Tauras Group ) , which is owned by Denmark 's Royal Unibrew , raised its market share to 25.18 percent from 23.74 percent , as beer sales for the seven months jumped by 14.5 percent to 40.5 million liters",positive,1
291,The company now estimates its net sales in 2010 to increase considerably from 2009 and its operating result to be clearly positive,positive,1
292,"Uponor made an operating profit of EUR 151.0 mn , up from EUR 143.7 mn , which made 2007 a record year",positive,1
293,"Basware Corporation stock exchange release August 31 , 2010 at 16:25 Basware signed a large deal with an international industrial group Basware will deliver Invoice Automation solution and Connectivity Services to an international industrial group",positive,1
294,It estimates the operating profit to further improve from the third quarter,positive,1
295,Ruukki forecast a 15-20 % annual sales growth and a positive pretax result for 2010,positive,1
296,Sales rose 10 pct to 566 mln eur on the back of strong volume and favourable currency effects,positive,1
297,The growth of net sales has continued favourably in the Middle East and Africaand in Asia Pacific,positive,1
298,With this appointment Kaupthing Bank aims to further co-ordinate Capital Markets activities within the Group and to improve the overall service to clients,positive,1
299,"Following this increase Huhtamaki 's registered share capital is EUR360 .62 m and the number of shares outstanding is 106,063,320",neutral,0
300,"Helsinki on October 22 , 2008 SSH COMMUNICATIONS SECURITY CORP Board of Directors For further information , please contact : Tomi Laamanen , Chairman , tel. +358 0 400 609 544 Distribution : NASDAQ OMX Helsinki Ltd.",neutral,0
301,"The offer of some 30 million shares aimed to raise more than  x20ac 500 million US$ 640 million , was expected to be completed by Oct. 9 , Outokumpu said",neutral,0
302,"Theodosopoulos said Tellabs could be of value to Nokia Siemens or Nortel given its `` leading supply status '' with Verizon , along with high-growth products",positive,1
303,"We succeeded in increasing our market share of sold apartment '' , comments Mr Kari Kauniskangas , Head of YIT International Construction Services",positive,1
304,"With CapMan as a partner , we will be able to further develop our business and continue to focus on providing quality restaurant services for our customers , '' says Christopher Wynne , CEO of Papa John 's Russia",positive,1
305,"Finnish Suominen Corporation that specialises in wet wipes , nonwovens , and flexible packaging reports net sales of EUR 44.1 mn in the second quarter of 2010 , up from EUR 43.3 mn in the second quarter of 2009",positive,1
306,"Finnish telecoms software developer Tecnomen Oyj said on December 5 , 2006 it won a $ 3.3 mln ( 2.5 mln euro ) order to supply an expansion of the charging and messaging systems for the mobile and fixed networks of Brasil Telecom",positive,1
307,The bank sees a potential for Getinge share to rise,positive,1
308,"The company recorded revenues of E658 .1 million during the fiscal year ended December 2007 , an increase of 23 % over 2006",positive,1
309,The robust growth was the result of the inclusion of clothing chain Lindex in the Group in December 2007,positive,1
310,"The six breweries recorded a 5.2 percent growth in domestic beer sales last year to 270.21 million liters , from 256.88 million liters sold in 2005",positive,1
311,"a January 11 , 2010 EPHC board of directors has approved an increase in the quarterly dividend from $ 0.03 to $ 0.05 per share",positive,1
312,"Bilfinger investors cheered the agreement , pushing shares up 7 % , or & euro ; 3.30 , to & euro ; 50.29 , in afternoon trade",positive,1
313,"LONDON AFX - Shares in Rautaruukki Corp have been upgraded to ` hold ' from ` sell ' by ABN Amro , with the price target raised to 25.75 eur from 14.5 , said dealers",positive,1
314,LONDON MarketWatch -- Nokia nok said it 's won a five-year services contract to run Hutchison Essar 's network operations in nine locations in India,positive,1
315,"Progress Group , QPR 's representative in Saudi Arabia and North Africa , has signed a framework agreement for a long term strategic relationship with ISE",positive,1
316,"Ragutis , controlled by the Finnish brewery Olvi , achieved a 5.7 percent rise in beer sales to 22.6 million liters and held a 10.75 percent market share",positive,1
317,"In addition , Cramo and Peab have signed exclusive five-year rental agreements in Finland and have extended their existing rental agreements in the Swedish market for another five years",positive,1
318,"OUTOTEC OYJ PRESS RELEASE DECEMBER 4 , 2009 10.30 AM Outotec establishes a new subsidiary in Kolkata Outotec has established a subsidiary in India in order to better serve its Indian customers and to increase its business in the growing Indian market",positive,1
319,The original contract was signed last summer,neutral,0
320,"`` The number of collection errors fell considerably , and operations speeded up",positive,1
321,"In the second quarter of 2010 , the group 's pretax loss narrowed to EUR 400,000 from EUR 600,000",positive,1
322,"26 January 2011 - Finnish metal products company Componenta Oyj ( HEL : CTH1V ) said yesterday its net loss narrowed to EUR500 ,000 in the last quarter of 2010 from EUR5 .3 m for the same period a year earlier",positive,1
323,8 May 2009 - Finnish liquid handling products and diagnostic test systems maker Biohit Oyj ( HEL : BIOBV ) said today ( 8 May 2009 ) its net loss narrowed to EUR0 .1 m ( USD0 .14 m ) for the first quarter of 2009 from EUR0 .4 m for the same period of 2008,positive,1
